email_id,date,subject,body_preview,word_count,num_links,num_exclamations,capital_ratio,special_char_ratio,has_html,email_length,sender_score,label
EML03397,13.5.2022,Dinner plans,w o r q e v c r n schedule f discuss u attached update f u z a d m r x n g h f o c z d g forward m s g g t o r x b n s a,124,2,19,0.15,0.1935,NO,,,ham 
EML02090,10-2-2020,  Newsletter  ,b best p p g h l p attached confirm j schedule v o s n l n f s x n d f o t k r s g i b w m b s x o m n i o l e,44,2,2,0.2,0.4318,,110,2.64, ham
EML05427,,Team lunch Friday,q o h d b l k confirm b h n d q q n follow e attached o w w p r z j k d q,28,2,18,0.0,0.25,True,73,29.87,NO
EML00544,27.3.2024,Earn money online fast,l h f j d k p d z j n d cheap z buy f d x h r u earn offer g s u y u f u m e s e m m b r p y k u s n s w l a cash cash f,282,2,38,0.77,0.078,,633,25.98, spam
EML05160,,Lottery winner notification,r u m q k q z z a b w o d l guaranteed e i j b t x y k z h q w r j r m k q k j u o t a k r o z y w w offer x r e v l c d,234,1,21,0.54,0.0427,False,516,60.72,SPAM
EML05273,2024-05-11,Job application received,p q n s g looking r u f j s o z h c f u a l l schedule x a u q a t l m j t w c,33,2,3,0.19,0.3939,True,78,52.4,ham 
EML03746,3.4.2023,New feature release,y w r x d z s l m e y i z w e o m m l n j r y v h f y x u d n p h g k e e n w k l b y p y k please e d b l p meeting z s,156,1,0,0.04,0.1538,True,,7.08,No
EML04984,,Lottery winner notification,t c v q c z u r z t c i a buy z p q b guaranteed t k congratulations g g y z cash c buy b n z e z n s w c a l o d v p c ,91,9,15,0.72,0.022,True,232,3.69,spam 
EML01171,19/11/2022,Act now before its too late,n g d j click n b i b m c d s a z p z j l winner j k k opportunity q i e o i z h n w w j c w d w k n x b g l x s n m cas,104,5,38,0.79,0.1442,False,249,23.84, spam
EML01101,2024-01-21,Work from home $5000/week,e t q w guaranteed b k n j offer l i n u c urgent l p v u profit f buy o e z z r q y a n u o y o m f c o u j u j q x n a,50,6,38,0.58,0.2,False,124,59.97,YES
EML03852,1.11.2022,Work from home $5000/week,w m k u b t p y k selected b r l f n h d w w c d r m prize p r r z v u t v z y earn m z g l s d q a n e f a t a m m t of,253,3,20,0.72,0.0672,False,565,-1.8,spam 
EML00582,,Newsletter,t e x r u v e l x l j u g h x f r u s v c b d q o f j c m r s y b g y j x r s u l l t u c team n n y m a d l b p n w i d,147,2,14,0.19,0.102,True,315,,ham 
EML04862,2022-04-10,Dinner plans,p i u e p t m a p t s f m j b o o r g c b e t p o p team project follow w d a k w l please k b y v u t z a p v d a a h c,140,0,8,0.03,0.05,True,343,57.97,ham
EML02210,19/1/2023,Happy Birthday!,w t c h schedule x r d h t k u m m b l u i a v e j v k q j follow a r update d y b s looking z t i y k please b thanks r,171,1,6,0.04,0.1345,true,424,173.45,0
EML04087,9-12-2022,Thank you,h c h m b team w agenda b z q d p s x r y d i z o x p t h b meeting o m e e y looking e b o h a j y update p y v l x n l,62,1,10,0.02,0.3387,True,148,96.03,HAM
EML02961,,URGENT: Account suspended,m j t w t f a c i n r v g l a w cash k b guaranteed g selected v k h j k d x o w l j q x n d o x s cash i urgent x click,52,1,50,0.75,0.5577,True,134,21.85,Spam
EML00540,1.9.2020,Team lunch Friday,t a y o project f c i v b y g n c a o h r report i p p s t o i q m v v a a u y z t u w please d m t i p r r g feedback v,165,1,7,0.17,0.0182,False,398,46.17,NO
EML03485,2022-12-07,Earn money online fast,z t b v c h o v h w w d t c t f g x o y q q x w offer q k winner l l i q q money y e t k o a x z r x j d j w b k s buy k,86,5,4,0.69,0.3256,True,186,65.57,yes
EML00121,7-17-2020,Invoice attached,d k report j o t o h report o project l please c c k w w b y a y d project o d r t o b r w meeting f k l p l k c b t t l,186,0,5,0.16,0.0323,True,,38.08,No
EML01402,10.6.2021,Click here to claim prize,g x b x a j y y i c q i t v q exclusive x c g urgent l r urgent z p p p o p z w y g n e p y e t o r d earn k c k w l s u,130,9,45,0.51,0.0692,False,321,80.93,Yes
EML03313,14.8.2020,Work from home $5000/week,x z c c c q m d x s x m r y u g j x i t congratulations n discount u d m q w n o b w a u l s c cash d a a s e z o t a u ,265,9,4,0.64,4.9%,True,603,70.63,YES
EML00838,,Book club meeting,u l l s n meeting t b g w b u c i r u feedback e i l l c d o o z y d u t z r d t f w g p a l u follow p t s x i o w g n ,160words,0,10,0.0,0.0813,False,370,71.91,ham
EML02522,9/2/2021,Invoice attached,f u b v k k z v s q thanks c d s q a update w a y u j l a g m e schedule m team n n j h c k w e u v x q c y x e agenda h,151words,1,6,0.03,0.1987,False,368,17.09,Ham
EML00267,16/6/2024,FREE GIFT for you,w x profit u s v profit w urgent e i s y g p i x j d opportunity h d o l n c u x c i click l u u y f g d i b d i j i b p,88,7,6,0.56,14.8%,True,218,19.22, spam
EML02625,2-18-2024,You have been selected!,y i k p v x w y j g t e y c b z z a i p b k f p h w z f m g z h k e t o v n u r w y j o y y b g z t w b o k f a j p i c ,91,3,8,0.64,0.2747,False,197,,Spam
EML03583,,Work from home $5000/week,h r x selected c earn a win j w i f i o u g e h urgent a g k k e y k g e n o f w b w l u z x l x u d p q b l t m l v,50,9,47,0.33,0.04,False,116,69.36,1
EML03748,2024-07-02,,y m y looking looking agenda k r a c m u l f q i m t q g a m c regards a r p a i attached b u q g j k review a y u f k p,111,1,10,0.0,8.1%,False,279,74.03,HAM
EML03073,2021-07-13,Free iPhone giveaway,m prize r d z h f g s f opportunity w p c b q m r g g a h y r q o x o w l y n j free v w l t e c h y m y q c r n w n p n,210words,3,18,0.68,0.1381,True,492,26.98, spam
EML03278,2024-02-22,Job application received,y schedule n i u q y b w h z l s d z f o s k x p z t s l e e a d y m d y thanks c u d j x p z n p z s m t a a l t n m a ,176,1,4,0.19,0.0739,True,391,26.75,0
EML05437,6/9/2022,  New feature release  ,j s r k q s m f l h x v h report c f h l thanks review review d v k i z t,27,0,3,0.14,0.7037,True,73,96.09,No
EML04564,2022-02-06,Report draft for review,q forward m n a v e o q u l d x m q r g i m schedule w w o m j w u m k k p looking j x t z i k l c looking k g q m y n p,74,2,8,0.02,33.8%,True,190,15.31, ham
EML05404,,Book club meeting,c z z update d n attached r k e f v review d e l z r d n o k e o attached x w c t m h m j c f y o f t z g y n f p z a l ,99,2,16,0.19,0.1414,False,233,10.5,Ham
EML04139,23/10/2023,Congratulations! You won,exclusive z v d a f q t j f q r x b p u n b w s u f f o x e u q free q j l b z w n m i v j b v g d m j d prize h z s d h,262,4,44,0.58,0.0,False,614,22.35,spam 
EML01688,2-11-2024,Cheap Viagra online,urgent r d c z y m o q s y b m x d r j buy b r b m q v w i c k p b s free v s e c t c g q m u t m z a v v z c g n p r t ,188,8,7,0.68,0.1064,True,435,56.1,yes
EML05001,3/5/2022,Report draft for review,b o thanks n n x b e y o i p o b e q s f v k f g w e e f agenda z f r u t o g d m q x v n q x z b f i y c m n v i b s c ,182,2,20,0.09,8.2%,True,414,41.16,NO
EML01485,2024-02-14,You are a winner!!!,v y j i n s v n d i z g d buy d profit x f l l h c f j z free g a u z r m b w h q a l m z d n b b i z g m a q q i z win ,182,5,30,0.75,0.0495,,419,41.52,SPAM
EML02212,22.4.2020,Exclusive deal just for you,s o s k p h o r o u selected o c d x o n a l a x g k x u k free selected s h prize l o y x guaranteed v p w k v v n g h ,143,5,10,0.56,0.0699,0,354,85.55,Spam
EML03881,19/11/2022,WIN $1000 NOW!!!,m y q j a z earn q n g r g w j y t t w x z buy v p q g f t g f n o i c u s w e f k u c w s e n m w f h p i a s a e h n i,139,4,10,0.46,0.1655,True,315,6.74,yes
EML03186,8.10.2020,Cheap Viagra online,cheap b d a o q c i u r e a k u cheap n u r m b r p b x n o m z k a w n s h p i t i l r m b l e x cash d a j n t urgent ,196,9,6,0.68,0.0663,False,477,9.87,SPAM
EML01986,2023-04-24,Invoice attached,h k a n e q v w h q attached a y c k l r g i h meeting d j u r r l o p i y l h l s r m f z s q p f z f d feedback s g v ,110,1,12,0.18,0.1545,False,266,,No
EML01692,,  Quarterly report  ,g update e regards p e d y u l s e f y n b v c s v f b n z d best u s z q u k h x r r n b v g thanks feedback w x o h c ,87,0,19,0.08,0.1609,True,206,58.46,HAM
EML01155,11-4-2023,Team lunch Friday,r a a h t n p v j r z b g u f o x q a g f p v n please l j j r a x z c meeting u b l l q d q d v n h n i looking e b att,77,1,13,0.04,0.0649,False,190,18.32,HAM
EML00463,21/7/2022,  Lottery winner notification  ,discount y g e j g m o t j c u f u f cash y p d f s s u m b t r b p i p j a y limited c v q n selected g offer n win s t,247,10,3,0.47,0.0283,False,589,59.75,Yes
EML03677,,Invoice attached,t j k review h x g v feedback r z o d t k n j v i o project z k p v m d f v c j x y j z l x thanks feedback y d j b n u ,60,2,10,0.08,0.4833,True,,36.16,No
EML01449,2021-08-16,Your order has shipped,n i f y r q j x l c c i w h m w z regards z r t z r g z d t v o a v f f h l b m attached z t y d a y c y d h q h i p l f,148,0,12,0.19,0.0541,0,348,,NO
EML04316,2022-12-09,Meeting tomorrow at 3pm,i e u g o v f c p r x f e n i r f l q e t j c f z document m v q x d i j forward,34words,0,9,0.11,88.2%,False,80,58.03,no
EML02053,17.2.2020,  Your order has shipped  ,t s c k m w h a forward c w h d d e looking f p x u u b m q v n project g b f w i b z i k j g team t,40,2,13,0.19,0.05,True,100,28.57,no
EML00007,,Act now before its too late,u v x a m c h u o h k s i z x d profit e z l f p n e j free x i j h y l j b y g g m v x w u q congratulations y j j mone,216,8,26,0.47,0.1343,False,506,96.74, spam
EML02033,19.6.2022,  You have been selected!  ,x money u z p q cash h c t b o t u b i winner d a p k p m i p g d k z c t m g l p m g t h n r u i l s b l m cheap y h k ,243,6,41,0.41,9.5%,True,563,42.0,SPAM
EML00663,,Thank you,schedule h d f v b q regards u v w t d v best c i d y v c k c o u c a r r j v h n forward w z attached c w o c o v q s a,200,0,4,0.14,0.075,True,468,12.26,NO
EML02990,2-13-2021,Re: your inquiry,f f s y h w w k c i v o y j o o e v z c follow l e c feedback g d g o document d s thanks u l s z m b d regards r u b z ,134,1,11,0.02,0.097,True,345,23.48,NO
EML01102,19.11.2024,Quarterly report,r g j g r w i p c b v z d b f y v e i schedule looking w f x s y c update y h i t k o e j x b w a f j t best h q m k f i,52,1,5,0.15,0.3846,False,130,85.74, ham
EML03056,5-21-2022,100% FREE no obligation,a c u n prize h z l v j y v i prize p n f m s p x k h x k s m h t c z o profit g n q k n e g q y v g y urgent v g e v q ,117,3,30,0.47,0.188,True,275,62.87,yes
EML03207,8-17-2023,Job application received,schedule u l z q h o u s b e b i d j u n l i k v e j k q l b l m o a c document p g b r b b l s o a c t z i t agenda y t,51,1,15,0.07,35.3%,True,120,86.67,0
EML01177,10-4-2020,URGENT: Account suspended,w l d z n o win r r t q t f w j b r z v z u p d y o buy w c d profit t q y congratulations e s x congratulations j a c u,263,1,4,0.44,0.1065,,673,29.12,yes
EML04341,2020-01-19,Conference call notes,d i a a o b j s f h u t meeting o x e k d t g forward o a u l d m b n p c c c meeting b r team l v feedback t c u g c z ,169words,2,6,0.01,0.1479,True,398,65.0, ham
EML01044,5-21-2023,Free iPhone giveaway,y c h j q d e y u w t m g profit n i y y g t p u money w y z s f t h w cheap r u t k m y p e d h m t s j a a y c r e z q,145,6,46,0.47,0.1034,True,345,15.78,yes
EML04552,5-11-2021,WIN $1000 NOW!!!,m t k b e g click p f d u y z d n w t d w t profit s j r t s v k b p q w f l m c y o j m h q k f a b a g o k k i b m w g,232,7,28,0.8,0.0,False,552,63.54,YES
EML03467,19.7.2023,Newsletter,a o k h u l v d y r o h j p k i z update o l k o j c e e q y u q b n j h a r r d q c s g w p q s q r e t o feedback f r ,200,1,9,0.09,0.05,True,466,44.5,Ham
EML01779,9-8-2023,Team lunch Friday,q n document d l z k s e z n k c v o u l s q k v c r discuss y o v v i follow u a s h s a t best n u b t u review f v u ,116,2,1,0.05,0.0345,False,,40.13,NO
EML01237,2020-12-04,Thank you,c w i m feedback c i e w w n k s v v h v s c d e regards l h x q n k g b g k u j n o m k z n v r m x c t t y update k sc,113,2,9,0.11,0.115,False,278,81.08,No
EML03177,19.9.2024,You are a winner!!!,i c z p r k t f b h h g o w g s q k cash profit z c b t h x i offer a f w m s a j t d t x f q q g y p n m k winner selec,266,2,32,0.58,0.0075,False,633,7.42,Spam
EML00436,2.3.2020,Happy Birthday!,f m u a n p h x l l v x u x w g g z j e g a v i h p h g d j attached e l team n h w r x update p r e x o x b m u e v fol,64,2,12,0.2,0.2031,False,161,-5.77,no
EML03487,12/3/2022,Dinner plans,d d o confirm d i p a y a please t q n p please w t h u v u j f b c p v p looking w j r j meeting k u report e q f f b m,125,0,19,0.12,10.4%,True,305,16.74,Ham
EML04676,,Re: your inquiry,project l f c a p b i y h t l s k z k p p n k a w b d a i document h k p r looking j t h o x u n y c attached d z f k s ,192,0,13,0.13,0.0469,True,480,23.83,ham
EML01903,2021-12-17,Project update,best a z t q z v review s c h n x f j e g s h z,20,2,16,0.01,1.45,True,47,57.49,ham 
EML03959,2023-11-05,Lottery winner notification,q cash j l a u u l earn l m z e q h s l a c y n k d free winner n v w k z c y u r u y x z f m n z x g w k i winner i k b,85,4,5,0.51,0.3294,True,194,154.9,spam
EML05094,25.11.2020,Hot singles in your area,s limited n n e b c p k p limited x p m congratulations n d a w e d y b r v z b b s m m t o s f a r r f l w urgent w c z,194,9,39,0.52,0.1237,True,474,70.29,Spam
EML02217,7.9.2022,FREE GIFT for you,d c l v n h x f b h h b g v a h w l q b k j b click r c z j t t z z v m a e f p l c click r n l i x j x s g a j e q w w ,273,8,8,0.46,0.0513,False,633,41.46,spam 
EML02825,,Lottery winner notification,e j n f c c winner opportunity win c e l i selected c u q m q limited k o j d d f l o i c y h y z w h n o m y y o t y k ,244,5,15,0.54,0.0041,1,583,79.31,yes
EML00339,27/4/2024,Newsletter,o q discuss l g x z q z h update d d t k h m f b g y d a f l c v y z y x x x l d y f j x e a y y c u z v o y x d c p att,171words,1,8,0.08,0.1287,True,397,46.24,0
EML01855,2024-12-15,Thank you,x w e f x w l team looking q z p t y g t a q z l r regards m x z v v w d n g o l l d m m h u g z t g v p n m a n w p l p,151,0,2,0.16,0.1854,,,94.35,ham 
EML01180,11-6-2023,Quick question,n r l x q report z j d r w w v i p t w i j f n i j d k l z f o i review r g k f discuss g d p o p g x f s q u z m j g h ,88,0,14,0.15,0.1136,False,219,12.4,HAM
EML03871,,Quarterly report,looking d s m i i t u q u d c document d i v j o j l n k o l k g x team z e e z r w r y f q d o f s h g k h h l,48,2,11,0.0,10.4%,False,111,90.67,No
EML01341,17.7.2021,Click here to claim prize,y a e v p win x a x m d e w z m q c u win q i d c free r i prize v click c l d j u s j m g q j n t r a c w i congratulat,109,9,5,0.43,0.1468,True,266,93.16,spam 
EML05216,13/7/2021,Meeting tomorrow at 3pm,e v p g k i c l b h f y z k o i n s t f a k l h c z n x s j l w u y l p y m t r p w u c a k document d t i j j m a i r y,108,1,12,0.09,0.2222,False,248,0.76,0
EML03955,8.12.2020,Thank you,l v a z p k forward l m y w w b g c e s o p p r i b update s e a y g i a o k b w c e q c u looking d l o z t x g w u s w,97,2,20,0.05,0.0309,True,223,76.24,ham
EML01980,25.8.2021,  Quick question  ,o discuss a p w n t j n x regards project g d s f m k g m i c e update please r v a meeting c e l,32words,1,8,0.17,0.125,True,97,,HAM
EML03997,5-12-2021,Meeting tomorrow at 3pm,l z a g y r w o report d g o l best feedback v m y a n x t o o h z o b t t w c d looking g d w o w r x w x k m i h w r k,188,0,17,0.11,0.0319,True,462,32.17,0
EML04611,18.5.2022,Make money fast,h y l money i h j w e n k b c s y o w e e v l v r g selected r j b q p g cash l j z q w s a j u p x e w g x j w a g s w ,135,5,28,0.5,0.1037,YES,316,48.49,SPAM
EML01181,12.12.2022,Quarterly report,g y c z h c l s w t a h q o b k u m z c v o g y h z q h t f q h q r z f o g agenda e l d m p l e b w q z t e v h z m doc,88,2,11,0.14,0.0568,False,203,14.63,0
EML05065,,Job application received,h s g w s y h v r j j d k u g r q l t m v document y x d a a h c a r b p q m s m z m y d z p project h v f h g t z a f g,167,0,13,0.05,0.0599,True,398,57.48,ham
EML05413,3.5.2024,Dinner plans,c review l d n p f x confirm d n m z u x l t e p t v c y t z v h b u o o h x b g c c g d w review w a x r,45,1,5,0.14,0.3333,True,105,99.35,ham
EML04940,,Project update,l s j o q t x y l b g v l b k n y u t g e v e x v g s f j t z v q k m f w g v o h follow g x h u o o f g u a g g e e e f,174,0,9,0.11,12.1%,True,421,17.39, ham
EML02205,13.4.2023,Team lunch Friday,m t s a g j l x c y m c c u l a x b q n g l a attached h l m e agenda team o p p m e h g discuss d i o j f h w s update ,161,0,13,0.17,0.0559,True,396,64.56,HAM
EML04503,,Act now before its too late,v u c j m i p earn w k c v z y r g m m a l e r d i l v a i v w i money e o d s x f k p l l a u g i z l z p q cash p j i ,259,5,25,0.69,0.1004,True,592,47.67,Yes
EML03931,,Your order has shipped,team u b q w a h a v q u p d l k t p x project w g k h z e e q l a s h t b a o i m attached n r i x i z g a d u c g a l ,90,1,5,0.08,0.2778,True,207,52.85, ham
EML03170,25.6.2022,Newsletter,w r g u p o a o p meeting z c update q x h c f c f h r g q j f v c z f f p z u s s a r f s t b j n v o k e project m p o,199,0,13,0.07,0.005,True,477,, ham
EML04302,15.6.2021,Thank you,x document w f document f agenda agenda l feedback b e k e t g m f e l i u l q r b k g w u w f b h e w g m schedule c c ,187,2,16,0.14,0.0321,True,491,64.28, ham
EML00413,18.3.2021,Lottery winner notification,c m x b f n u guaranteed s i y b m z x v y o r g z d r v x s d i z f q b v m u f k n q v u b l n r o y s q c w s q y i o,201,4,5,0.5,0.1294,True,441,,Spam
EML00341,2023-08-22,Your order has shipped,y h y j f document p discuss f h m a a a r m s v q t u t y w v k d c b q u v please k n s v w u a l n z y f j t e d l z ,110,1,8,0.05,0.2273,True,258,42.35,NO
EML02778,2024-03-01,New feature release,h document s m v a u i t x z s f u o o w u l r a c e s i h q k i y t c f z n a q d w l f m i u x q n o team i x a u t co,95,1,17,0.1,0.0211,False,,69.39, ham
EML02728,,You are a winner!!!,prize h u k j d a n o z n v n e m o z i c t limited j a w u k z urgent b k k b g j e z opportunity w s f k c w offer w t,67,4,33,0.41,0.0597,False,166,1.34, spam
EML04476,2023-04-17,Invoice attached,w y h p r j m b feedback x x c p j d y m j i k i s k v o b follow t z i j c x g g k m s q x c c s p regards t e r q w r ,84,1,18,0.04,0.0952,False,196,15.93,0
EML00288,2022-02-25,Your order has shipped,h d y g n m p g j j w c r x b c a i w i f o project h s f w meeting x update f e f n agenda g e l review u j y b p k for,76,1,4,0.11,0.3553,true,193,15.4,0
EML03387,2023-08-15,Hot singles in your area,p a k q x v d n k f t buy n offer urgent x j a r m w j d a d p e p l a k e cash l h x l h n x n e w z u t j e f t v f p ,119,5,32,0.63,0.1176,True,285,-3.49,1
EML00858,2022-10-06,Project update,r q m g d w h f b n d v w m k e e v project t z o j q g f o c a o n g a k p c b w d y y s z x i c m h h g j l g i y a o ,149,2,0,0.14,0.0067,False,317,65.76,ham 
EML04724,2020-04-16,Dinner plans,s s regards p m e u j l o z t a u g k m e j e e e m agenda d,25,2,8,0.2,44.0%,,60,35.33,Ham
EML00398,23/4/2021,You are a winner!!!,f f r w winner y r t c z p y i g c j t f o j o w b d d limited o g e w w t j w m a o b f a m cheap c a t e g d o x j c w,97,8,44,0.46,0.0,False,237,14.99, spam
EML02245,2021-12-22,Thank you,thanks p w r o r l h v r n h x b q e i n p h a t looking f s g t t j project w forward p a g d l r regards h n y l h i m,63,0,1,0.04,0.0,True,159,-0.37, ham
EML04268,,Invoice attached,j k document j x v b t j j w confirm a d b r j k c w l b o,23,0,0,0.12,0.8261,False,58,51.95, ham
EML05128,6.10.2024,Thank you,o s n g j n d q i t b z l a j b y n o p t k c t a j h e n k u l u r c m g c j t a e r i a m k p i a m y e c c q d p f g ,183,1,2,0.13,0.0164,YES,413,39.19, ham
EML04626,,Cheap Viagra online,q m p b s g n u v b g e k o g i f u i d i v v z y offer r r b r w i a j y l m j w t a t i n d a t a q cheap w r v earn z,130,8,23,0.74,10.0%,True,299,-9.67,Yes
EML04509,4/7/2021,Follow up on our call,a q attached m o report x u d d j g h c forward g m c j e q e i g f v j please document m e w p k p f,36,1,19,0.1,0.0278,True,101,,no
EML01493,22/12/2021,Quarterly report,d y u b o z o r c i n f d m looking w o n i i report h g y feedback o e x j r q n n i d r r v c c o s v h n u f r y o l ,120,0,13,0.03,0.125,True,,17.07,ham 
EML04339,24.10.2023,Dinner plans,r v v e i m c k k a u q f z j t t g n l c c u t q n c f v v o o review e m r t a g q f o m c i p b l w h t l s m s q l m,98,1,9,0.01,0.0714,False,217,98.53,ham
EML00217,7.11.2022,WIN $1000 NOW!!!,u u e f u u m m w q v q x v z n d j l j b urgent m win z r p urgent c u c d b f r e l k s q x z offer q h r h t h s p l ,172words,1,19,0.47,0.1163,True,416,18.37,spam
EML01880,2/4/2024,Lottery winner notification,opportunity v t v d w r i d i f o w s l z click t j b f t r i z s d e v c k w n p s a p r m c k l v a d k a t limited n ,232,2,23,0.75,0.0862,True,537,93.23,1
EML01085,,Your order has shipped,l f u h q b v u a x c c c t z d a x j t j k z document c f p r e c t v k d y c s w document w f s m m w k g h g d s x c ,198,0,17,0.14,0.0303,False,436,95.64,no
EML01520,11-9-2022,New feature release,z c q o r h f u g g u d w z t o z h u v z e z f u document z i f i d z h z o u e l please g d forward y w u o r h e q d ,192,0,4,0.18,0.0156,False,,23.03,HAM
EML01178,10-10-2021,  WIN $1000 NOW!!!  ,u u j discount c p w l d p m h i r b e click u x urgent d x discount k o e t b l r t o u k d n z t profit h z d g s l bu,189,5,48,0.39,0.0529,True,461,32.55,spam 
EML01500,2022-07-24,Follow up on our call,follow e please x r t o a e h u z y v please w g c s confirm h p n e t w o t feedback g a n g y m e u r f f a i f a c x ,130,2,-18,0.2,15.4%,YES,312,47.12,ham 
EML04483,,New feature release,u h t z g f t x schedule t update e z a f e k x y x g v h g update p please g s t u k o n v y w y z q j y m g b r c d di,117,1,17,0.16,0.2137,True,292,21.11,no
EML05205,10/8/2024,Nigerian Prince needs help,n h k s c k o a o o s c exclusive selected t u l y f k c money t r k g f b k u g p e d i t w k money g r p w z f u k l s,235words,8,9,0.45,0.1106,False,592,5.79,1
EML04367,2022-07-17,Click here to claim prize,a v w u a u x w h s o l o e t d d e s w c f i a n p v y n a x free j g d c v w cheap h z x r i s w z g o free h r j u f ,286,3,50,0.61,0.014,True,686,81.06,Yes
EML02582,24/11/2023,Click here to claim prize,v o i p x o q p s g y y free p p y j n h x r a z y y r y h z s w m j s d l v c l j p v d r cheap i t e u r y t q e click,155,5,15,0.55,0.1097,False,347,83.21,1
EML04126,7.2.2022,Thank you,p l u r f j e f z o t f team z f z document n n d g p c k w q w j forward r p k u c z f x y k s b d v o z f w x w s t q ,67,2,14,0.18,0.0896,False,155,96.72,NO
EML00710,24.9.2021,Free iPhone giveaway,g y w h y r d a cheap o y c b z a j g u s l n j j j k q e opportunity j c u y z h s w a x o y y r d x h q t offer x i z ,294,4,31,0.57,9.2%,True,700,99.73,yes
EML03290,3/7/2022,Free iPhone giveaway,l q b w s y h r p e p y r s y o q free o l cheap r k y g b i o s i v v w n m m z x u b v j g o x z d i x o j y m m f g f,168,6,16,0.49,0.0952,True,396,33.3,YES
EML01240,2023-08-26,Exclusive deal just for you,l v v e o a h o s a e h h c p e l l y p b u e p y e f h z k h e v f w q v m f z j g e h p s y m t v m u d i i z i w a h ,85,3,24,0.61,0.3059,True,176,73.4,1
EML05378,19.7.2023,Team lunch Friday,e r z o u v x s j n r j t g v p l x v w f v v b v forward r e u q x j m t e h p x r k k g v j f t f z discuss k m b o g ,89,0,0,0.17,0.1348,True,207,120.09,NO
EML00144,15.4.2020,Happy Birthday!,v z j g q k t e g q i g r h e j p i n b please b f f q g t q feedback i v m m b m d report b h b d c n g k i i l q d u e,153,1,12,0.16,0.183,True,369,71.64, ham
EML02124,2020-10-15,Reminder: dentist appointment,d q k x o b a e p b x u l p j v l t w y h v g q e k s o w r y j t l e o update k f d a m y f t b v f r o z o e z z b y z,146,0,16,0.15,0.1096,False,321,,Ham
EML05457,,Thank you,m c j p o s j g z z t n i d m n u w o c t w e g q x t g l m k p forward d s o b report n w l g u w j r k n k e z i v u d,78,0,9,0.04,0.1795,False,182,28.96,0
EML02584,28.8.2023,Cheap Viagra online,p q q g opportunity l s g r r t m cheap l p o q b j w n o j h b m r c e c r p m i h q d d z a r k x e l o i g o x profit,285words,7,46,0.68,0.0526,True,680,2.31,Spam
EML04988,12-22-2022,You have been selected!,c c w r d y j t r g q x q h t b exclusive k o i j x m c l n j d s l i c a y h u i c i c w h x o t k y q u j buy v b i h ,57,7,47,0.52,0.3158,false,123,58.35,1
EML01188,2020-12-02,Quarterly report,best b y c f r w p j w z d b q d d project y a a e d c u x p k q t m w x b x h feedback q meeting v z m g q d t x o m m ,104,0,0,0.12,0.1827,False,,37.35,HAM
EML05306,23.7.2024,Re: your inquiry,s project w t o h agenda o h m j n y l f n o t s m m a t y a meeting j r x x v y w j d u l b t e k z v c w n meeting n m,109words,1,14,0.11,0.1927,True,255,43.75,ham
EML02505,,Re: your inquiry,f j n g i p o j team r w r l b u r j k b s q w r b discuss z t y k k z q b w n e regards k r w e i m i r o h w o y v z n,84,2,14,0.19,0.3095,true,193,, ham
EML02742,2022-11-02,  Happy Birthday!  ,n z l w feedback o c m m update i e agenda confirm h o k looking m e g d h forward h discuss u e x e n l,32,0,0,0.14,0.0625,True,104,23.59,Ham
EML03633,18/12/2021,Reminder: dentist appointment,report i confirm h i d e j please p confirm e o s t k x h r j g x n w a u c h o y a d update r p b m,37,2,13,0.09,0.1081,1,100,68.58,NO
EML01666,2020-09-03,Congratulations! You won,h c l a e a guaranteed c v p a d k d z h v k l q r x x t c v b l e earn r z n z y r j q m h g v q free x congratulations,98,3,30,0.47,0.0204,True,256,15.71,spam
EML03861,5-25-2020,Weekend plans,l u w l s i q s w b u g x m d u u d a document e t r h a s forward s e schedule q t w v a o e v g h p i b s n c document,98,1,7,0.19,0.2857,False,247,98.31,NO
EML02614,2022-02-26,Weekend plans,u p o n document t c q l g z l e j v s t r h x o y x v b z j t i m u h m h project n q o v w e x k b a p c o n i v v l w,76,0,16,0.13,0.3684,False,176,76.51,No
EML02577,21.12.2024,Dinner plans,n q m w f n j b j j b b b agenda report u discuss r o l u k h k j a l h j document l j discuss please t c b f x discuss ,90,2,19,0.0,0.1333,True,235,6.67,ham
EML00758,,Book club meeting,s e meeting best j z c v k a r v e r x regards review c j l a b p x v h n m m z i l x review o y z e review n s d e k q ,56,2,12,0.08,0.1071,,147,11.65,HAM
EML05491,2022-02-16,Make money fast,q v d p b w s d f w congratulations a y discount x selected m b v w j e y b f r r q n t x opportunity g s p n f y g a y ,72,3,14,0.57,0.0417,True,199,172.87,SPAM
EML05307,,  New feature release  ,u x t x v c t update t v n y team s i k x t v j w x project i b h y x a best n t v z s l n g j q d v e p x y schedule q ,127,0,8,0.04,3.1%,True,294,-2.91,no
EML00483,17/4/2023,FREE GIFT for you,q b o a click f j h offer i u k h j money m m i h m m j c u d r e o f d s c l i c k free o t d f e z g m o f e a winner ,264,4,16,0.59,0.0%,0,658,26.64,Yes
EML05022,7-18-2023,Your order has shipped,thanks o c confirm n m n e f w q z e report j l project b f h d u l t c f thanks y f m j c u m c q l o w v i t g u w o b,72,0,1,0.03,0.1944,False,197,19.67,Ham
EML04472,9-10-2022,Re: your inquiry,t discuss i l a u u y q s t p o m s c i f u agenda y y u a i x k f s k r s w n i b n n p q r g k l b c f a g e a x l w y,85words,1,20,0.09,0.2235,True,197,29.79,0
